,0
2418,ship
2419,deer
2420,ship
2421,ship
2422,cat
2423,bird
2424,ship
2425,airplane
2426,bird
2427,dog
2428,frog
2429,ship
2430,horse
2431,ship
2432,truck
2433,truck
2434,airplane
2435,frog
2436,frog
2437,ship
2438,automobile
2439,automobile
2440,horse
2441,deer
2442,deer
2443,bird
2444,cat
2445,frog
2446,truck
2447,frog
2448,bird
2449,deer
2450,automobile
2451,ship
2452,bird
2453,cat
2454,automobile
2455,frog
2456,ship
2457,frog
2458,ship
2459,dog
2460,truck
2461,airplane
2462,automobile
2463,airplane
2464,bird
2465,truck
2466,bird
2467,truck
2468,airplane
2469,truck
2470,horse
2471,ship
2472,dog
2473,cat
2474,frog
2475,frog
2476,ship
2477,automobile
2478,frog
2479,dog
2480,ship
2481,horse
2482,truck
2483,bird
2484,automobile
2485,frog
2486,horse
2487,dog
2488,frog
2489,cat
2490,airplane
2491,truck
2492,ship
2493,truck
2494,dog
2495,truck
2496,truck
2497,truck
2498,cat
2499,frog
2500,deer
2501,deer
2502,ship
2503,ship
2504,automobile
2505,horse
2506,cat
2507,airplane
2508,frog
2509,bird
2510,deer
2511,ship
2512,bird
2513,bird
2514,truck
2515,bird
2516,bird
2517,truck
2518,horse
2519,deer
2520,automobile
2521,truck
2522,automobile
2523,deer
2524,cat
2525,dog
2526,cat
2527,ship
2528,truck
2529,cat
2530,frog
2531,bird
2532,airplane
2533,ship
2534,truck
2535,airplane
2536,dog
2537,automobile
2538,dog
2539,ship
2540,bird
2541,automobile
2542,bird
2543,cat
2544,bird
2545,deer
2546,ship
2547,deer
2548,airplane
2549,frog
2550,deer
2551,bird
2552,truck
2553,ship
2554,airplane
2555,horse
2556,frog
2557,bird
2558,deer
2559,horse
2560,horse
2561,frog
2562,deer
2563,bird
2564,bird
2565,cat
2566,bird
2567,deer
2568,truck
2569,airplane
2570,airplane
2571,truck
2572,frog
2573,dog
2574,ship
2575,dog
2576,bird
2577,deer
2578,ship
2579,ship
2580,frog
2581,deer
2582,dog
2583,horse
2584,frog
2585,cat
2586,horse
2587,airplane
2588,deer
2589,airplane
2590,dog
2591,ship
2592,bird
2593,ship
2594,airplane
2595,deer
2596,truck
2597,bird
2598,cat
2599,frog
2600,ship
2601,automobile
2602,frog
2603,airplane
2604,ship
2605,deer
2606,cat
2607,automobile
2608,deer
2609,dog
2610,bird
2611,deer
2612,cat
2613,frog
2614,airplane
2615,horse
2616,automobile
2617,cat
2618,dog
2619,horse
2620,automobile
2621,ship
2622,airplane
2623,deer
2624,ship
2625,bird
2626,horse
2627,horse
2628,airplane
2629,bird
2630,bird
2631,deer
2632,cat
2633,cat
2634,automobile
2635,frog
2636,frog
2637,frog
2638,deer
2639,frog
2640,horse
2641,deer
2642,horse
2643,cat
2644,ship
2645,automobile
2646,cat
2647,automobile
2648,deer
2649,frog
2650,dog
2651,dog
2652,horse
2653,deer
2654,frog
2655,deer
2656,truck
2657,horse
2658,horse
2659,bird
2660,cat
2661,cat
2662,frog
2663,horse
2664,deer
2665,automobile
2666,frog
2667,automobile
2668,airplane
2669,frog
2670,truck
2671,frog
2672,airplane
2673,bird
2674,airplane
2675,bird
2676,deer
2677,horse
2678,airplane
2679,airplane
2680,airplane
2681,airplane
2682,horse
2683,dog
2684,cat
2685,bird
2686,horse
2687,ship
2688,dog
2689,dog
2690,bird
2691,bird
2692,ship
2693,truck
2694,automobile
2695,bird
2696,cat
2697,airplane
2698,cat
2699,deer
2700,truck
2701,automobile
2702,frog
2703,truck
2704,airplane
2705,ship
2706,cat
2707,frog
2708,deer
2709,frog
2710,horse
2711,dog
2712,automobile
2713,ship
2714,truck
2715,airplane
2716,dog
2717,airplane
2718,dog
2719,deer
2720,cat
2721,ship
2722,dog
2723,bird
2724,airplane
2725,ship
2726,dog
2727,truck
2728,bird
2729,dog
2730,frog
2731,dog
2732,horse
2733,cat
2734,horse
2735,bird
2736,ship
2737,ship
2738,deer
2739,bird
2740,automobile
2741,frog
2742,bird
2743,truck
2744,truck
2745,ship
2746,bird
2747,cat
2748,automobile
2749,airplane
2750,dog
2751,bird
2752,cat
2753,horse
2754,truck
2755,dog
2756,truck
2757,automobile
2758,automobile
2759,cat
2760,dog
2761,horse
2762,deer
2763,deer
2764,automobile
2765,truck
2766,deer
2767,dog
2768,dog
2769,bird
2770,horse
2771,horse
2772,frog
2773,automobile
2774,bird
2775,cat
2776,horse
2777,dog
2778,deer
2779,cat
2780,horse
2781,horse
2782,airplane
2783,airplane
2784,automobile
2785,deer
2786,deer
2787,cat
2788,horse
2789,truck
2790,ship
2791,horse
2792,airplane
2793,truck
2794,airplane
2795,cat
2796,horse
2797,frog
2798,cat
2799,ship
2800,deer
2801,dog
2802,frog
2803,dog
2804,cat
2805,deer
2806,bird
2807,truck
2808,bird
2809,deer
2810,truck
2811,bird
2812,airplane
2813,automobile
2814,automobile
2815,cat
2816,horse
2817,truck
2818,dog
2819,automobile
2820,frog
2821,airplane
2822,cat
2823,cat
2824,horse
2825,bird
2826,deer
2827,dog
2828,bird
2829,cat
2830,frog
2831,cat
2832,cat
2833,airplane
2834,deer
2835,deer
2836,cat
2837,ship
2838,automobile
2839,bird
2840,cat
2841,bird
2842,horse
2843,automobile
2844,deer
2845,dog
2846,frog
2847,ship
2848,frog
2849,frog
2850,dog
2851,deer
2852,bird
2853,truck
2854,truck
2855,cat
2856,bird
2857,airplane
2858,deer
2859,automobile
2860,dog
2861,dog
2862,frog
2863,frog
2864,dog
2865,frog
2866,truck
2867,horse
2868,truck
2869,deer
2870,ship
2871,cat
2872,automobile
2873,truck
2874,ship
2875,automobile
2876,truck
2877,airplane
2878,cat
2879,airplane
2880,deer
2881,horse
2882,horse
2883,bird
2884,frog
2885,dog
2886,frog
2887,truck
2888,horse
2889,horse
2890,dog
2891,horse
2892,airplane
2893,ship
2894,frog
2895,horse
2896,ship
2897,cat
2898,ship
2899,truck
2900,cat
2901,bird
2902,truck
2903,bird
2904,horse
2905,deer
2906,automobile
2907,truck
2908,horse
2909,airplane
2910,ship
2911,automobile
2912,bird
2913,airplane
2914,frog
2915,dog
2916,automobile
2917,deer
2918,bird
2919,ship
2920,bird
2921,ship
2922,cat
2923,cat
2924,automobile
2925,deer
2926,truck
2927,ship
2928,automobile
2929,automobile
2930,horse
2931,truck
2932,truck
2933,deer
2934,frog
2935,ship
2936,dog
2937,cat
2938,bird
2939,bird
2940,cat
2941,ship
2942,dog
2943,automobile
2944,truck
2945,horse
2946,truck
2947,automobile
2948,dog
2949,cat
2950,automobile
2951,airplane
2952,cat
2953,ship
2954,truck
2955,bird
2956,airplane
2957,ship
2958,airplane
2959,horse
2960,truck
2961,deer
2962,ship
2963,cat
2964,airplane
2965,horse
2966,airplane
2967,horse
2968,airplane
2969,dog
2970,dog
2971,deer
2972,cat
2973,airplane
2974,truck
2975,truck
2976,airplane
2977,bird
2978,bird
2979,airplane
2980,ship
2981,deer
2982,deer
2983,dog
2984,bird
2985,bird
2986,automobile
2987,automobile
2988,dog
2989,dog
2990,deer
2991,cat
2992,deer
2993,airplane
2994,ship
2995,deer
2996,ship
2997,bird
2998,dog
2999,frog
3000,dog
3001,automobile
3002,horse
3003,bird
3004,deer
3005,airplane
3006,dog
3007,frog
3008,ship
3009,horse
3010,frog
3011,cat
3012,automobile
3013,bird
3014,frog
3015,frog
3016,deer
3017,dog
3018,dog
3019,dog
3020,automobile
3021,ship
3022,horse
3023,cat
3024,airplane
3025,bird
3026,dog
3027,automobile
3028,automobile
3029,automobile
3030,frog
3031,horse
3032,bird
3033,automobile
3034,bird
3035,cat
3036,truck
3037,ship
3038,cat
3039,automobile
3040,horse
3041,deer
3042,ship
3043,deer
3044,horse
3045,dog
3046,ship
3047,frog
3048,airplane
3049,cat
3050,airplane
3051,ship
3052,cat
3053,deer
3054,deer
3055,truck
3056,deer
3057,frog
3058,automobile
3059,dog
3060,horse
3061,horse
3062,truck
3063,airplane
3064,automobile
3065,cat
3066,automobile
3067,cat
3068,bird
3069,deer
3070,airplane
3071,horse
3072,ship
3073,cat
3074,automobile
3075,frog
3076,bird
3077,automobile
3078,ship
3079,ship
3080,automobile
3081,truck
3082,horse
3083,dog
3084,cat
3085,bird
3086,truck
3087,airplane
3088,frog
3089,ship
3090,deer
3091,automobile
3092,dog
3093,horse
3094,bird
3095,deer
3096,horse
3097,airplane
3098,deer
3099,truck
3100,airplane
3101,horse
3102,airplane
3103,frog
3104,horse
3105,automobile
3106,ship
3107,dog
3108,ship
3109,ship
3110,horse
3111,airplane
3112,airplane
3113,cat
3114,bird
3115,dog
3116,horse
3117,airplane
3118,frog
3119,deer
3120,deer
3121,truck
3122,automobile
3123,ship
3124,frog
3125,cat
3126,truck
3127,deer
3128,truck
3129,cat
3130,cat
3131,horse
3132,dog
3133,truck
3134,horse
3135,horse
3136,deer
3137,dog
3138,ship
3139,bird
3140,ship
3141,truck
3142,dog
3143,cat
3144,automobile
3145,truck
3146,bird
3147,bird
3148,airplane
3149,automobile
3150,automobile
3151,ship
3152,automobile
3153,automobile
3154,truck
3155,ship
3156,truck
3157,truck
3158,airplane
3159,bird
3160,frog
3161,truck
3162,automobile
3163,truck
3164,airplane
3165,automobile
3166,truck
3167,bird
3168,truck
3169,truck
3170,truck
3171,airplane
3172,truck
3173,truck
3174,bird
3175,automobile
3176,horse
3177,airplane
3178,dog
3179,frog
3180,cat
3181,truck
3182,ship
3183,cat
3184,airplane
3185,bird
3186,horse
3187,horse
3188,deer
3189,ship
3190,cat
3191,airplane
3192,dog
3193,bird
3194,cat
3195,dog
3196,horse
3197,frog
3198,frog
3199,frog
3200,dog
3201,frog
3202,dog
3203,deer
3204,dog
3205,ship
3206,ship
3207,airplane
3208,truck
3209,horse
3210,truck
3211,airplane
3212,frog
3213,truck
3214,frog
3215,automobile
3216,deer
3217,horse
3218,truck
3219,airplane
3220,cat
3221,dog
3222,deer
3223,horse
3224,frog
3225,truck
3226,ship
3227,bird
3228,cat
3229,truck
3230,cat
3231,cat
3232,horse
3233,ship
3234,cat
3235,dog
3236,dog
3237,truck
3238,frog
3239,automobile
3240,deer
3241,horse
3242,deer
3243,ship
3244,horse
3245,horse
3246,automobile
3247,cat
3248,airplane
3249,cat
3250,bird
3251,dog
3252,deer
3253,truck
3254,cat
3255,dog
3256,deer
3257,horse
3258,airplane
3259,cat
3260,horse
3261,airplane
3262,bird
3263,automobile
3264,dog
3265,ship
3266,horse
3267,cat
3268,dog
3269,horse
3270,ship
3271,dog
3272,horse
3273,ship
3274,automobile
3275,dog
3276,deer
3277,horse
3278,airplane
3279,ship
3280,cat
3281,bird
3282,truck
3283,horse
3284,deer
3285,automobile
3286,frog
3287,dog
3288,truck
3289,ship
3290,dog
3291,truck
3292,deer
3293,automobile
3294,airplane
3295,truck
3296,deer
3297,deer
3298,cat
3299,airplane
3300,deer
3301,ship
3302,airplane
3303,ship
3304,bird
3305,truck
3306,dog
3307,truck
3308,horse
3309,deer
3310,frog
3311,horse
3312,truck
3313,bird
3314,truck
3315,cat
3316,horse
3317,horse
3318,ship
3319,bird
3320,bird
3321,airplane
3322,bird
3323,frog
3324,cat
3325,frog
3326,deer
3327,horse
3328,bird
3329,cat
3330,horse
3331,ship
3332,horse
3333,bird
3334,dog
3335,airplane
3336,airplane
3337,horse
3338,airplane
3339,truck
3340,frog
3341,automobile
3342,airplane
3343,cat
3344,truck
3345,horse
3346,deer
3347,truck
3348,automobile
3349,frog
3350,ship
3351,automobile
3352,bird
3353,cat
3354,cat
3355,dog
3356,deer
3357,ship
3358,truck
3359,horse
3360,deer
3361,deer
3362,automobile
3363,bird
3364,deer
3365,truck
3366,ship
3367,horse
3368,truck
3369,dog
3370,automobile
3371,bird
3372,automobile
3373,frog
3374,frog
3375,deer
3376,dog
3377,horse
3378,deer
3379,dog
3380,ship
3381,dog
3382,bird
3383,ship
3384,horse
3385,ship
3386,bird
3387,cat
3388,frog
3389,automobile
3390,cat
3391,cat
3392,automobile
3393,dog
3394,automobile
3395,truck
3396,airplane
3397,truck
3398,bird
3399,airplane
3400,frog
3401,bird
3402,deer
3403,ship
3404,dog
3405,horse
3406,frog
3407,automobile
3408,bird
3409,truck
3410,deer
3411,dog
3412,airplane
3413,cat
3414,cat
3415,horse
3416,horse
3417,horse
3418,automobile
3419,deer
3420,dog
3421,airplane
3422,bird
3423,ship
3424,dog
3425,airplane
3426,airplane
3427,frog
3428,bird
3429,airplane
3430,ship
3431,deer
3432,dog
3433,deer
3434,dog
3435,frog
3436,deer
3437,horse
3438,truck
3439,deer
3440,bird
3441,airplane
3442,frog
3443,deer
3444,airplane
3445,airplane
3446,frog
3447,deer
3448,frog
3449,automobile
3450,truck
3451,dog
3452,dog
3453,bird
3454,bird
3455,frog
3456,cat
3457,deer
3458,dog
3459,ship
3460,automobile
3461,horse
3462,bird
3463,cat
3464,truck
3465,frog
3466,dog
3467,airplane
3468,bird
3469,truck
3470,horse
3471,automobile
3472,horse
3473,bird
3474,bird
3475,airplane
3476,ship
3477,frog
3478,deer
3479,cat
3480,bird
3481,horse
3482,horse
3483,airplane
3484,deer
3485,automobile
3486,frog
3487,dog
3488,automobile
3489,cat
3490,airplane
3491,cat
3492,truck
3493,airplane
3494,airplane
3495,bird
3496,dog
3497,airplane
3498,deer
3499,airplane
3500,automobile
3501,truck
3502,ship
3503,deer
3504,truck
3505,deer
3506,bird
3507,deer
3508,cat
3509,cat
3510,deer
3511,airplane
3512,deer
3513,cat
3514,bird
3515,ship
3516,truck
3517,automobile
3518,dog
3519,ship
3520,automobile
3521,ship
3522,bird
3523,deer
3524,dog
3525,bird
3526,deer
3527,automobile
3528,automobile
3529,frog
3530,frog
3531,ship
3532,dog
3533,bird
3534,bird
3535,dog
3536,airplane
3537,ship
3538,bird
3539,cat
3540,frog
3541,bird
3542,truck
3543,frog
3544,automobile
3545,deer
3546,dog
3547,truck
3548,airplane
3549,automobile
3550,airplane
3551,airplane
3552,ship
3553,automobile
3554,automobile
3555,frog
3556,frog
3557,truck
3558,dog
3559,deer
3560,automobile
3561,horse
3562,ship
3563,frog
3564,truck
3565,automobile
3566,horse
3567,frog
3568,airplane
3569,truck
3570,cat
3571,dog
3572,cat
3573,bird
3574,dog
3575,cat
3576,deer
3577,truck
3578,horse
3579,automobile
3580,deer
3581,deer
3582,frog
3583,automobile
3584,cat
3585,ship
3586,ship
3587,airplane
3588,frog
3589,horse
3590,horse
3591,frog
3592,horse
3593,bird
3594,cat
3595,bird
3596,bird
3597,frog
3598,bird
3599,horse
3600,deer
3601,airplane
3602,cat
3603,frog
3604,bird
3605,frog
3606,cat
3607,cat
3608,airplane
3609,truck
3610,dog
3611,automobile
3612,automobile
3613,dog
3614,cat
3615,frog
3616,deer
3617,cat
3618,deer
3619,automobile
3620,airplane
3621,deer
3622,dog
3623,dog
3624,bird
3625,ship
3626,truck
3627,deer
3628,cat
3629,automobile
3630,ship
3631,airplane
3632,automobile
3633,cat
3634,cat
3635,deer
3636,deer
3637,bird
3638,truck
3639,horse
3640,frog
3641,ship
3642,automobile
3643,ship
3644,truck
3645,automobile
3646,cat
3647,automobile
3648,horse
3649,cat
3650,airplane
3651,airplane
3652,bird
3653,ship
3654,cat
3655,truck
3656,bird
3657,horse
3658,bird
3659,frog
3660,airplane
3661,automobile
3662,frog
3663,automobile
3664,frog
3665,horse
3666,dog
3667,dog
3668,bird
3669,dog
3670,truck
3671,deer
3672,airplane
3673,bird
3674,cat
3675,deer
3676,truck
3677,deer
3678,automobile
3679,airplane
3680,airplane
3681,bird
3682,cat
3683,ship
3684,truck
3685,bird
3686,ship
3687,truck
3688,dog
3689,horse
3690,truck
3691,automobile
3692,deer
3693,frog
3694,bird
3695,ship
3696,deer
3697,deer
3698,ship
3699,truck
3700,cat
3701,automobile
3702,automobile
3703,frog
3704,dog
3705,ship
3706,deer
3707,frog
3708,deer
3709,dog
3710,bird
3711,frog
3712,deer
3713,bird
3714,cat
3715,automobile
3716,cat
3717,frog
3718,ship
3719,dog
3720,bird
3721,bird
3722,horse
3723,automobile
3724,frog
3725,bird
3726,dog
3727,truck
3728,bird
3729,ship
3730,automobile
3731,frog
3732,truck
3733,bird
3734,horse
3735,dog
3736,cat
3737,bird
3738,truck
3739,horse
3740,airplane
3741,bird
3742,truck
3743,cat
3744,deer
3745,automobile
3746,horse
3747,truck
3748,dog
3749,ship
3750,truck
3751,horse
3752,cat
3753,deer
3754,airplane
3755,truck
3756,horse
3757,deer
3758,bird
3759,deer
3760,horse
3761,airplane
3762,automobile
3763,ship
3764,automobile
3765,airplane
3766,deer
3767,deer
3768,automobile
3769,truck
3770,truck
3771,bird
3772,automobile
3773,bird
3774,dog
3775,frog
3776,bird
3777,horse
3778,horse
3779,cat
3780,deer
3781,bird
3782,airplane
3783,bird
3784,dog
3785,frog
3786,horse
3787,cat
3788,horse
3789,truck
3790,deer
3791,bird
3792,airplane
3793,frog
3794,automobile
3795,horse
3796,dog
3797,frog
3798,dog
3799,cat
3800,truck
3801,bird
3802,horse
3803,ship
3804,dog
3805,truck
3806,dog
3807,ship
3808,dog
3809,deer
3810,cat
3811,horse
3812,truck
3813,ship
3814,automobile
3815,bird
3816,bird
3817,ship
3818,truck
3819,cat
3820,airplane
3821,ship
3822,deer
3823,airplane
3824,bird
3825,airplane
3826,automobile
3827,deer
3828,automobile
3829,ship
3830,dog
3831,dog
3832,horse
3833,truck
3834,ship
3835,cat
3836,horse
3837,truck
3838,automobile
3839,dog
3840,frog
3841,truck
3842,ship
3843,horse
3844,bird
3845,airplane
3846,truck
3847,airplane
3848,ship
3849,dog
3850,truck
3851,deer
3852,bird
3853,truck
3854,ship
3855,automobile
3856,truck
3857,automobile
3858,ship
3859,cat
3860,horse
3861,frog
3862,deer
3863,bird
3864,cat
3865,horse
3866,airplane
3867,cat
3868,dog
3869,ship
3870,ship
3871,ship
3872,horse
3873,truck
3874,frog
3875,bird
3876,horse
3877,deer
3878,dog
3879,horse
3880,frog
3881,horse
3882,automobile
3883,horse
3884,cat
3885,frog
3886,ship
3887,bird
3888,frog
3889,frog
3890,horse
3891,automobile
3892,dog
3893,truck
3894,horse
3895,automobile
3896,horse
3897,airplane
3898,automobile
3899,frog
3900,cat
3901,cat
3902,truck
3903,airplane
3904,automobile
3905,bird
3906,cat
3907,automobile
3908,bird
3909,dog
3910,deer
3911,truck
3912,ship
3913,horse
3914,deer
3915,deer
3916,truck
3917,horse
3918,frog
3919,horse
3920,horse
3921,automobile
3922,bird
3923,cat
3924,dog
3925,automobile
3926,truck
3927,airplane
3928,cat
3929,cat
3930,automobile
3931,dog
3932,frog
3933,frog
3934,bird
3935,deer
3936,frog
3937,ship
3938,ship
3939,truck
3940,frog
3941,frog
3942,automobile
3943,airplane
3944,horse
3945,dog
3946,ship
3947,bird
3948,automobile
3949,dog
3950,ship
3951,automobile
3952,deer
3953,horse
3954,dog
3955,airplane
3956,cat
3957,truck
3958,truck
3959,dog
3960,bird
3961,ship
3962,deer
3963,automobile
3964,truck
3965,airplane
3966,deer
3967,deer
3968,ship
3969,bird
3970,truck
3971,airplane
3972,horse
3973,truck
3974,ship
3975,horse
3976,automobile
3977,cat
3978,bird
3979,truck
3980,truck
3981,dog
3982,truck
3983,horse
3984,frog
3985,horse
3986,horse
3987,automobile
3988,automobile
3989,bird
3990,deer
3991,bird
3992,airplane
3993,frog
3994,ship
3995,horse
3996,frog
3997,bird
3998,bird
3999,truck
4000,ship
4001,bird
4002,deer
4003,airplane
4004,airplane
4005,dog
4006,ship
4007,frog
4008,ship
4009,bird
4010,horse
4011,horse
4012,cat
4013,automobile
4014,ship
4015,automobile
4016,frog
4017,dog
4018,truck
4019,horse
4020,ship
4021,truck
4022,frog
4023,deer
4024,ship
4025,automobile
4026,truck
4027,deer
4028,airplane
4029,deer
4030,automobile
4031,deer
4032,cat
4033,frog
4034,bird
4035,bird
4036,horse
4037,airplane
4038,airplane
4039,horse
4040,airplane
4041,horse
4042,deer
4043,cat
4044,frog
4045,horse
4046,horse
4047,deer
4048,dog
4049,deer
4050,cat
4051,dog
4052,dog
4053,deer
4054,horse
4055,automobile
4056,airplane
4057,horse
4058,horse
4059,automobile
4060,frog
4061,dog
4062,airplane
4063,horse
4064,horse
4065,deer
4066,frog
4067,automobile
4068,ship
4069,dog
4070,truck
4071,cat
4072,dog
4073,frog
4074,bird
4075,bird
4076,horse
4077,cat
4078,dog
4079,ship
4080,automobile
4081,airplane
4082,frog
4083,ship
4084,horse
4085,ship
4086,ship
4087,dog
4088,horse
4089,dog
4090,deer
4091,truck
4092,horse
4093,cat
4094,cat
4095,ship
4096,ship
4097,cat
4098,truck
4099,deer
4100,horse
4101,bird
4102,airplane
4103,ship
4104,airplane
4105,horse
4106,cat
4107,cat
4108,bird
4109,dog
4110,bird
4111,deer
4112,deer
4113,airplane
4114,deer
4115,ship
4116,bird
4117,deer
4118,airplane
4119,frog
4120,deer
4121,dog
4122,frog
4123,airplane
4124,ship
4125,ship
4126,airplane
4127,frog
4128,automobile
4129,automobile
4130,frog
4131,automobile
4132,deer
4133,bird
4134,automobile
4135,automobile
4136,bird
4137,deer
4138,deer
4139,dog
4140,dog
4141,ship
4142,ship
4143,dog
4144,automobile
4145,ship
4146,bird
4147,cat
4148,cat
4149,truck
4150,frog
4151,frog
4152,dog
4153,airplane
4154,horse
4155,cat
4156,cat
4157,bird
4158,horse
4159,deer
4160,dog
4161,frog
4162,airplane
4163,bird
4164,automobile
4165,ship
4166,automobile
4167,airplane
4168,truck
4169,cat
4170,automobile
4171,airplane
4172,dog
4173,deer
4174,bird
4175,cat
4176,cat
4177,frog
4178,horse
4179,frog
4180,airplane
4181,airplane
4182,dog
4183,horse
4184,deer
4185,horse
4186,horse
4187,airplane
4188,frog
4189,automobile
4190,cat
4191,truck
4192,airplane
4193,truck
4194,airplane
4195,cat
4196,ship
4197,deer
4198,ship
4199,ship
4200,deer
4201,automobile
4202,airplane
4203,bird
4204,bird
4205,deer
4206,automobile
4207,automobile
4208,bird
4209,deer
4210,cat
4211,deer
4212,automobile
4213,deer
4214,horse
4215,automobile
4216,airplane
4217,airplane
4218,truck
4219,airplane
4220,deer
4221,bird
4222,ship
4223,ship
4224,dog
4225,dog
4226,airplane
4227,deer
4228,airplane
4229,ship
4230,frog
4231,bird
4232,dog
4233,truck
4234,bird
4235,truck
4236,automobile
4237,automobile
4238,dog
4239,deer
4240,horse
4241,dog
4242,ship
4243,frog
4244,bird
4245,automobile
4246,dog
4247,dog
4248,cat
4249,deer
4250,automobile
4251,ship
4252,truck
4253,truck
4254,ship
4255,truck
4256,ship
4257,frog
4258,ship
4259,dog
4260,ship
4261,truck
4262,deer
4263,frog
4264,bird
4265,frog
4266,cat
4267,horse
4268,deer
4269,airplane
4270,airplane
4271,automobile
4272,horse
4273,dog
4274,automobile
4275,dog
4276,truck
4277,cat
4278,automobile
4279,frog
4280,ship
4281,horse
4282,cat
4283,frog
4284,truck
4285,automobile
4286,bird
4287,airplane
4288,automobile
4289,horse
4290,bird
4291,frog
4292,automobile
4293,truck
4294,airplane
4295,airplane
4296,ship
4297,truck
4298,truck
4299,bird
4300,ship
4301,frog
4302,bird
4303,dog
4304,frog
4305,airplane
4306,cat
4307,cat
4308,airplane
4309,horse
4310,deer
4311,horse
4312,dog
4313,airplane
4314,automobile
4315,frog
4316,ship
4317,ship
4318,automobile
4319,bird
4320,automobile
4321,dog
4322,deer
4323,dog
4324,truck
4325,frog
4326,horse
4327,automobile
4328,airplane
4329,frog
4330,truck
4331,bird
4332,horse
4333,horse
4334,cat
4335,truck
4336,truck
4337,automobile
4338,truck
4339,horse
4340,airplane
4341,automobile
4342,cat
4343,dog
4344,deer
4345,frog
4346,cat
4347,ship
4348,ship
4349,airplane
4350,deer
4351,ship
4352,cat
4353,frog
4354,horse
4355,airplane
4356,airplane
4357,deer
4358,dog
4359,bird
4360,frog
4361,ship
4362,deer
4363,truck
4364,truck
4365,truck
4366,bird
4367,airplane
4368,deer
4369,bird
4370,ship
4371,automobile
4372,automobile
4373,airplane
4374,airplane
4375,cat
4376,horse
4377,deer
4378,automobile
4379,automobile
4380,truck
4381,horse
4382,horse
4383,deer
4384,frog
4385,ship
4386,frog
4387,airplane
4388,bird
4389,ship
4390,dog
4391,truck
4392,dog
4393,cat
4394,dog
4395,horse
4396,truck
4397,ship
4398,deer
4399,deer
4400,cat
4401,automobile
4402,deer
4403,ship
4404,cat
4405,frog
4406,dog
4407,cat
4408,airplane
4409,ship
4410,truck
4411,dog
4412,horse
4413,frog
4414,bird
4415,airplane
4416,deer
4417,truck
4418,truck
4419,airplane
4420,dog
4421,bird
4422,cat
4423,horse
4424,automobile
4425,automobile
4426,airplane
4427,bird
4428,ship
4429,bird
4430,automobile
4431,automobile
4432,horse
4433,dog
4434,bird
4435,cat
4436,deer
4437,automobile
4438,bird
4439,frog
4440,bird
4441,automobile
4442,cat
4443,deer
4444,ship
4445,truck
4446,airplane
4447,airplane
4448,deer
4449,truck
4450,airplane
4451,bird
4452,bird
4453,airplane
4454,frog
4455,ship
4456,horse
4457,cat
4458,cat
4459,ship
4460,truck
4461,airplane
4462,bird
4463,dog
4464,cat
4465,frog
4466,automobile
4467,cat
4468,truck
4469,dog
4470,airplane
4471,dog
4472,deer
4473,deer
4474,airplane
4475,automobile
4476,automobile
4477,frog
4478,automobile
4479,horse
4480,truck
4481,truck
4482,frog
4483,bird
4484,deer
4485,cat
4486,ship
4487,cat
4488,deer
4489,horse
4490,airplane
4491,bird
4492,ship
4493,deer
4494,ship
4495,cat
4496,ship
4497,ship
4498,ship
4499,cat
4500,cat
4501,dog
4502,horse
4503,horse
4504,airplane
4505,deer
4506,automobile
4507,dog
4508,truck
4509,horse
4510,airplane
4511,frog
4512,ship
4513,deer
4514,truck
4515,airplane
4516,automobile
4517,ship
4518,truck
4519,frog
4520,cat
4521,truck
4522,bird
4523,deer
4524,deer
4525,airplane
4526,cat
4527,cat
4528,dog
4529,deer
4530,dog
4531,automobile
4532,automobile
4533,ship
4534,bird
4535,bird
4536,truck
4537,cat
4538,horse
4539,ship
4540,truck
4541,bird
4542,cat
4543,automobile
4544,horse
4545,cat
4546,bird
4547,cat
4548,airplane
4549,automobile
4550,truck
4551,dog
4552,dog
4553,cat
4554,deer
4555,dog
4556,bird
4557,airplane
4558,airplane
4559,cat
4560,automobile
4561,cat
4562,deer
4563,horse
4564,deer
4565,bird
4566,ship
4567,deer
4568,ship
4569,truck
4570,truck
4571,deer
4572,bird
4573,deer
4574,cat
4575,frog
4576,deer
4577,frog
4578,deer
4579,frog
4580,frog
4581,cat
4582,ship
4583,horse
4584,deer
4585,ship
4586,airplane
4587,dog
4588,truck
4589,cat
4590,truck
4591,airplane
4592,horse
4593,dog
4594,automobile
4595,truck
4596,horse
4597,truck
4598,automobile
4599,ship
4600,deer
4601,bird
4602,automobile
4603,frog
4604,deer
4605,cat
4606,airplane
4607,automobile
4608,deer
4609,ship
4610,frog
4611,automobile
4612,horse
4613,automobile
4614,cat
4615,dog
4616,deer
4617,cat
4618,cat
4619,truck
4620,horse
4621,ship
4622,bird
4623,dog
4624,dog
4625,deer
4626,dog
4627,deer
4628,dog
4629,horse
4630,bird
4631,dog
4632,dog
4633,automobile
4634,horse
4635,horse
4636,ship
4637,cat
4638,frog
4639,airplane
4640,bird
4641,dog
4642,bird
4643,cat
4644,horse
4645,deer
4646,bird
4647,automobile
4648,frog
4649,ship
4650,frog
4651,ship
4652,cat
4653,bird
4654,horse
4655,horse
4656,truck
4657,horse
4658,automobile
4659,deer
4660,horse
4661,deer
4662,frog
4663,automobile
4664,horse
4665,cat
4666,airplane
4667,airplane
4668,frog
4669,frog
4670,ship
4671,frog
4672,frog
4673,airplane
4674,cat
4675,deer
